scrape_session_id,scrape_datetime,store_name,basket_item_id,canonical_name,product_url,product_title_raw,price_raw,old_price_raw,unit_price_raw,coupon_text_raw,coupon_value_raw,price_block_raw,price_context_raw,availability_raw,status
20260605_200630,2026-06-05 20:51:11,Sam's Club,248,"bagels, bakery",https://www.samsclub.com/ip/Member-s-Mark-Plain-Sliced-Bagels-6-ct/13580074626,"Member's Mark Plain Sliced Bagels, 6 ct.",$3.74,,$0.62/ea,,,$3.74 $0.62/ea,standard_price,in_stock,success
20260605_200630,2026-06-05 20:56:07,Sam's Club,249,"buns, hot dog",https://www.samsclub.com/ip/Mrs-Baird-s-Hot-Dog-Buns-16-ct/13863850591,Mrs. Baird's Hot Dog Buns 16 ct.,$3.98,,$0.21/oz,,,$3.98,standard_price,in_stock,success
20260605_200630,2026-06-05 20:59:06,Sam's Club,250,"buns, hot dog, brioche",https://www.samsclub.com/ip/Member-s-Mark-Sliced-Brioche-Slider-Buns-24-ct/13739112890,"Member's Mark Sliced Brioche Slider Buns, 24 ct.",$5.98,$6.98,$0.25/ea,,,Now $5.98 $6.98 $0.25/ea,rollback_or_sale_price,in_stock,success
20260605_200630,2026-06-05 21:04:31,Sam's Club,251,"rolls, sweet hawaiian",https://www.samsclub.com/ip/King-s-Hawaiian-Original-Dinner-Rolls-32-ct/14176673620,King's Hawaiian Original Dinner Rolls 32 ct.,$6.68,,$0.21/oz,,,$6.68 $0.21/oz,standard_price,in_stock,success
20260605_200630,2026-06-05 21:07:06,Sam's Club,254,"cereal, frosted flakes",https://www.samsclub.com/ip/Frosted-Flakes-Cereal-55-oz/15470619771,"Frosted Flakes Cereal, 55 oz.",$7.88,,$0.14/oz,,,$7.88 $0.14/oz,standard_price,in_stock,success
20260605_200630,2026-06-05 21:12:08,Sam's Club,257,"cereal, honey nut o, cheerios",https://www.samsclub.com/ip/Honey-Nut-Cheerios-Cereal-48-oz/1600048665,"Honey Nut Cheerios Cereal, 48 oz.",$7.64,,$0.16/oz,,,$7.64 $0.16/oz,standard_price,in_stock,success
20260605_200630,2026-06-05 21:15:33,Sam's Club,258,"granola, chocolate",https://www.samsclub.com/ip/Nature-s-Path-Love-Crunch-Organic-Dark-Chocolate-Red-Berries-Granola-32-oz/13887254713,"Nature's Path Love Crunch Organic Dark Chocolate & Red Berries Granola, 32 oz.",$10.68,,$0.33/oz,,,$10.68 $0.33/oz,standard_price,in_stock,success
20260605_200630,2026-06-05 21:19:02,Sam's Club,259,"granola, chocolate, purely elizabeth",https://www.samsclub.com/ip/Purely-Elizabeth-Vanilla-Chocolate-Chip-Ancient-Grain-Granola-24-oz/17577851521,"Purely Elizabeth Vanilla Chocolate Chip Ancient Grain Granola, 24 oz.",$9.98,,$0.42/oz,,,$9.98 $0.42/oz,standard_price,in_stock,success
20260605_200630,2026-06-05 21:24:07,Sam's Club,265,"mac and cheese, kraft",https://www.samsclub.com/ip/Kraft-Easy-Mac-Original-Flavor-Single-Serve-Pouches-18-pk/2100067149,Kraft Easy Mac Original Flavor Single-Serve Pouches 18 pk.,$6.98,,$0.39/ea,,,$6.98 $0.39/ea,standard_price,in_stock,success
20260605_200630,2026-06-05 21:27:49,Sam's Club,273,pinto beans,https://www.samsclub.com/ip/Member-s-Mark-Pinto-Beans-12-lbs/13896812396,Member's Mark Pinto Beans 12 lbs.,$7.98,$8.98,$0.04/oz,,,Now $7.98 $8.98 $0.04/oz,rollback_or_sale_price,in_stock,success
20260605_200630,2026-06-05 21:31:11,Sam's Club,279,"pinto beans, canned",https://www.samsclub.com/ip/Bush-s-Pinto-Beans-16-oz-6-pk/3940010809,"Bush's Pinto Beans 16 oz., 6 pk.",$6.38,,$1.06/ea,,,$6.38 $1.06/ea,standard_price,in_stock,success
20260605_200630,2026-06-05 21:35:12,Sam's Club,290,"cookies, chocolate chips",https://www.samsclub.com/ip/Member-s-Mark-Chocolate-Chunk-Cookies-18-ct/13589459069,"Member's Mark Chocolate Chunk Cookies, 18 ct.",$7.48,,$0.42/ea,,,$7.48 $0.42/ea,standard_price,in_stock,success
20260605_200630,2026-06-05 21:38:48,Sam's Club,298,"candy bar mix, mini, mars",https://www.samsclub.com/ip/Mars-Milk-Chocolate-Variety-Pack-Candy-145-pcs/13765656540,"Mars Milk Chocolate Variety Pack Candy, 145 pcs.",$22.68,,$0.16/ea,,,$22.68 $0.16/ea,standard_price,in_stock,success
20260605_200630,2026-06-05 21:42:34,Sam's Club,300,"sour patch kids and swedish fish mini soft & chewy candy variety, bulk candy, 80 snack packs",https://www.samsclub.com/ip/SOUR-PATCH-KIDS-and-SWEDISH-FISH-Candy-Fun-Size-200-pk/13900857865,"SOUR PATCH KIDS and SWEDISH FISH Candy, Fun Size, 200 pk.",$19.62,,$0.10/ea,,,$19.62 $0.10/ea,standard_price,in_stock,success
20260605_200630,2026-06-05 21:46:10,Sam's Club,301,"peanut butter, creamy",https://www.samsclub.com/ip/Member-s-Mark-Natural-Creamy-Peanut-Butter-40-oz-2-pk/7874219579,"Member's Mark Natural Creamy Peanut Butter, 40 oz., 2 pk.",$7.78,,$0.10/oz,,,$7.78 $0.10/oz,standard_price,in_stock,success
20260605_200630,2026-06-05 21:50:46,Sam's Club,303,"almond butter, no sugar",https://www.samsclub.com/ip/Member-s-Mark-Almond-Butter-24-oz/7874214200,"Member's Mark Almond Butter, 24 oz.",$8.78,,$0.37/oz,,,$8.78 $0.37/oz,standard_price,in_stock,success
20260605_200630,2026-06-05 21:54:50,Sam's Club,305,"dr pepper zero, cans",https://www.samsclub.com/ip/Dr-Pepper-Zero-Sugar-Soda-12-fl-oz-35-pk/13607913674,"Dr Pepper Zero Sugar Soda, 12 fl. oz., 35 pk.",$18.48,,$0.49/lb,,,$18.48,standard_price,in_stock,success
20260605_200630,2026-06-05 21:57:32,Sam's Club,312,"walnuts, shelled",https://www.samsclub.com/ip/Member-s-Mark-Natural-Shelled-Walnuts-48-oz/13758664374,"Member's Mark Natural Shelled Walnuts, 48 oz.",$12.72,$13.68,$0.27/oz,,,Now $12.72 $13.68 $0.27/oz,rollback_or_sale_price,in_stock,success
20260605_200630,2026-06-05 22:02:11,Sam's Club,313,almonds,https://www.samsclub.com/ip/Member-s-Mark-Whole-Natural-Almonds-48-oz/18264466135,"Member's Mark Whole Natural Almonds, 48 oz.",$12.98,,$0.27/oz,,,$12.98 $0.27/oz,standard_price,in_stock,success
20260605_200630,2026-06-05 22:08:33,Sam's Club,314,"pecan, shelled",https://www.samsclub.com/ip/Member-s-Mark-Natural-Pecan-Halves-32-oz/7874220233,"Member's Mark Natural Pecan Halves, 32 oz.",$14.98,,$0.47/oz,,,$14.98 $0.47/oz,standard_price,in_stock,success
20260605_200630,2026-06-05 22:11:48,Sam's Club,315,"turmeric, ground",https://www.samsclub.com/ip/Member-s-Mark-Ground-Turmeric-20-oz/13590169266,"Member's Mark Ground Turmeric, 20 oz.",$7.98,,$0.40/oz,,,$7.98 $0.40/oz,standard_price,in_stock,success
20260605_200630,2026-06-05 22:16:51,Sam's Club,316,"turmeric, ground, organic",https://www.samsclub.com/ip/Member-s-Mark-Organic-Ground-Turmeric-9-5-oz/13636265931,"Member's Mark Organic Ground Turmeric, 9.5 oz.",$5.54,,$0.58/oz,,,$5.54 $0.58/oz,standard_price,in_stock,success
20260605_200630,2026-06-05 22:21:11,Sam's Club,317,"cinnamon, ground",https://www.samsclub.com/ip/Member-s-Mark-Ground-Cinnamon-18-oz/13610768224,"Member's Mark Ground Cinnamon, 18 oz.",$7.98,,$0.44/oz,,,$7.98 $0.44/oz,standard_price,in_stock,success
20260605_200630,2026-06-05 22:26:26,Sam's Club,318,"cinnamon, ground, organic",https://www.samsclub.com/ip/Member-s-Mark-Organic-Cinnamon-7-oz/13632105050,"Member's Mark Organic Cinnamon, 7 oz.",$7.48,,$0.88/oz,,,Now $7.48,rollback_or_sale_price,in_stock,success
